Conversion Type,Duration
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 150000, Control: 90, Own Province: True",8.55
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 150000, Control: 90, Own Province: False",10.18
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 150000, Control: 95, Own Province: True",7.97
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 150000, Control: 95, Own Province: False",10.19
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 150000, Control: 100, Own Province: True",7.35
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 150000, Control: 100, Own Province: False",10.11
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 200000, Control: 85, Own Province: True",10.05
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 200000, Control: 85, Own Province: False",10.1
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 200000, Control: 90, Own Province: True",9.31
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 200000, Control: 90, Own Province: False",10.11
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 200000, Control: 95, Own Province: True",8.55
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 200000, Control: 95, Own Province: False",10.16
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: True",7.95
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: False",10.12
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: True",10.07
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: False",10.09
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: True",10.1
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: False",10.12
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: True",9.26
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: False",10.18
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: True",8.62
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: False",10.14
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: True",10.12
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: False",10.16
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: True",10.13
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: False",10.12
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: True",10.16
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: False",10.11
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: True",9.32
"New Religion: DrownedGodII, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: False",10.07
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: True",7.38
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: False",7.38
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: True",6.83
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: False",7.95
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: True",6.34
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: False",8.59
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: True",5.79
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: False",9.27
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: True",7.95
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: False",7.94
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: True",7.35
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: False",8.6
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: True",6.84
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: False",9.28
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: True",6.33
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: False",10.16
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: True",8.56
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: False",8.57
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: True",7.95
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: False",9.31
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: True",7.4
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: False",10.18
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: True",6.84
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: False",10.13
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: True",9.27
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: False",9.31
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: True",8.63
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: False",10.08
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: True",7.95
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: False",10.11
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: True",7.41
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: False",10.13
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: True",10.06
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: False",10.16
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: True",9.23
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: False",10.09
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: True",8.58
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: False",10.15
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: True",7.96
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: False",10.16
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: True",10.14
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: False",10.16
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: True",10.09
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: False",10.13
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: True",9.28
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: False",10.13
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: True",8.58
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: False",10.14
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: True",10.09
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: False",10.1
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: True",10.14
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: False",10.1
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: True",10.16
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: False",10.12
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: True",9.26
"New Religion: DrownedGodII, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: False",10.14
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: True",7.36
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: False",7.38
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: True",6.86
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: False",7.97
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: True",6.33
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: False",8.6
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: True",5.78
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: False",9.29
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: True",7.95
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: False",7.96
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: True",7.38
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: False",8.6
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: True",6.84
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: False",9.3
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: True",6.29
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: False",10.19
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: True",8.6
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: False",8.59
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: True",7.96
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: False",9.36
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: True",7.38
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: False",10.12
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: True",6.84
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: False",10.09
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: True",9.34
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: False",9.3
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: True",8.58
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: False",10.08
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: True",7.96
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: False",10.08
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: True",7.37
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: False",10.16
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: True",10.13
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: False",10.17
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: True",9.25
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: False",10.16
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: True",8.58
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: False",10.1
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 200000, Control: 100, Own Province: True",7.94
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 200000, Control: 100, Own Province: False",10.09
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 250000, Control: 85, Own Province: True",10.13
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 250000, Control: 85, Own Province: False",10.13
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 250000, Control: 90, Own Province: True",10.12
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 250000, Control: 90, Own Province: False",10.09
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 250000, Control: 95, Own Province: True",9.3
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 250000, Control: 95, Own Province: False",10.08
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 250000, Control: 100, Own Province: True",8.58
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 250000, Control: 100, Own Province: False",10.08
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 300000, Control: 85, Own Province: True",10.12
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 300000, Control: 85, Own Province: False",10.09
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 300000, Control: 90, Own Province: True",10.1
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 300000, Control: 90, Own Province: False",10.13
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 300000, Control: 95, Own Province: True",10.14
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 300000, Control: 95, Own Province: False",10.01
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 300000, Control: 100, Own Province: True",9.25
"New Religion: DrownedGodII, Current Religion: R'hllor, Population: 300000, Control: 100, Own Province: False",10.2
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 1000, Control: 85, Own Province: True",7.38
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 1000, Control: 85, Own Province: False",7.38
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 1000, Control: 90, Own Province: True",6.85
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 1000, Control: 90, Own Province: False",7.89
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 1000, Control: 95, Own Province: True",6.32
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 1000, Control: 95, Own Province: False",8.59
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 1000, Control: 100, Own Province: True",5.8
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 1000, Control: 100, Own Province: False",9.3
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 50000, Control: 85, Own Province: True",7.94
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 50000, Control: 85, Own Province: False",7.97
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 50000, Control: 90, Own Province: True",7.37
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 50000, Control: 90, Own Province: False",8.53
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 50000, Control: 95, Own Province: True",6.85
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 50000, Control: 95, Own Province: False",9.24
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 50000, Control: 100, Own Province: True",6.31
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 50000, Control: 100, Own Province: False",10.08
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 100000, Control: 85, Own Province: True",8.55
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 100000, Control: 85, Own Province: False",8.58
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 100000, Control: 90, Own Province: True",7.94
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 100000, Control: 90, Own Province: False",9.23
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 100000, Control: 95, Own Province: True",7.34
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 100000, Control: 95, Own Province: False",10.16
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 100000, Control: 100, Own Province: True",6.83
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 100000, Control: 100, Own Province: False",10.14
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 150000, Control: 85, Own Province: True",9.34
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 150000, Control: 85, Own Province: False",9.27
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 150000, Control: 90, Own Province: True",8.6
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 150000, Control: 90, Own Province: False",10.18
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 150000, Control: 95, Own Province: True",7.94
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 150000, Control: 95, Own Province: False",10.14
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 150000, Control: 100, Own Province: True",7.4
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 150000, Control: 100, Own Province: False",10.12
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 200000, Control: 85, Own Province: True",10.1
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 200000, Control: 85, Own Province: False",10.08
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 200000, Control: 90, Own Province: True",9.3
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 200000, Control: 90, Own Province: False",10.17
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 200000, Control: 95, Own Province: True",8.6
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 200000, Control: 95, Own Province: False",10.12
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 200000, Control: 100, Own Province: True",7.92
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 200000, Control: 100, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 250000, Control: 85, Own Province: True",10.22
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 250000, Control: 85, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 250000, Control: 90, Own Province: True",10.15
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 250000, Control: 90, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 250000, Control: 95, Own Province: True",9.35
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 250000, Control: 95, Own Province: False",10.14
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 250000, Control: 100, Own Province: True",8.53
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 250000, Control: 100, Own Province: False",10.2
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 300000, Control: 85, Own Province: True",10.12
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 300000, Control: 85, Own Province: False",10.17
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 300000, Control: 90, Own Province: True",10.09
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 300000, Control: 90, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 300000, Control: 95, Own Province: True",10.06
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 300000, Control: 95, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 300000, Control: 100, Own Province: True",9.28
"New Religion: Mother Rhoyne, Current Religion: Faith of the Seven, Population: 300000, Control: 100, Own Province: False",10.07
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 1000, Control: 85, Own Province: True",6.84
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 1000, Control: 85, Own Province: False",6.84
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 1000, Control: 90, Own Province: True",6.33
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 1000, Control: 90, Own Province: False",7.38
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 1000, Control: 95, Own Province: True",5.79
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 1000, Control: 95, Own Province: False",7.97
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 1000, Control: 100, Own Province: True",5.28
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 1000, Control: 100, Own Province: False",8.59
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 50000, Control: 85, Own Province: True",7.38
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 50000, Control: 85, Own Province: False",7.43
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 50000, Control: 90, Own Province: True",6.85
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 50000, Control: 90, Own Province: False",7.92
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 50000, Control: 95, Own Province: True",6.34
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 50000, Control: 95, Own Province: False",8.57
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 50000, Control: 100, Own Province: True",5.79
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 50000, Control: 100, Own Province: False",9.28
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 100000, Control: 85, Own Province: True",7.94
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 100000, Control: 85, Own Province: False",7.98
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 100000, Control: 90, Own Province: True",7.39
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 100000, Control: 90, Own Province: False",8.55
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 100000, Control: 95, Own Province: True",6.83
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 100000, Control: 95, Own Province: False",9.25
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 100000, Control: 100, Own Province: True",6.32
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 100000, Control: 100, Own Province: False",10.18
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 150000, Control: 85, Own Province: True",8.56
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 150000, Control: 85, Own Province: False",8.64
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 150000, Control: 90, Own Province: True",7.97
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 150000, Control: 90, Own Province: False",9.31
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 150000, Control: 95, Own Province: True",7.41
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 150000, Control: 95, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 150000, Control: 100, Own Province: True",6.84
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 150000, Control: 100, Own Province: False",10.17
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 200000, Control: 85, Own Province: True",9.3
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 200000, Control: 85, Own Province: False",9.29
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 200000, Control: 90, Own Province: True",8.6
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 200000, Control: 90, Own Province: False",10.06
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 200000, Control: 95, Own Province: True",7.93
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 200000, Control: 95, Own Province: False",10.1
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 200000, Control: 100, Own Province: True",7.4
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 200000, Control: 100, Own Province: False",10.1
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 250000, Control: 85, Own Province: True",10.12
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 250000, Control: 85, Own Province: False",10.08
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 250000, Control: 90, Own Province: True",9.26
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 250000, Control: 90, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 250000, Control: 95, Own Province: True",8.64
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 250000, Control: 95, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 250000, Control: 100, Own Province: True",7.98
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 250000, Control: 100, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 300000, Control: 85, Own Province: True",10.2
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 300000, Control: 85, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 300000, Control: 90, Own Province: True",10.11
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 300000, Control: 90, Own Province: False",10.09
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 300000, Control: 95, Own Province: True",9.34
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 300000, Control: 95, Own Province: False",10.09
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 300000, Control: 100, Own Province: True",8.58
"New Religion: Mother Rhoyne, Current Religion: Old Gods, Population: 300000, Control: 100, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 1000, Control: 85, Own Province: True",7.4
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 1000, Control: 85, Own Province: False",7.38
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 1000, Control: 90, Own Province: True",6.84
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 1000, Control: 90, Own Province: False",7.99
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 1000, Control: 95, Own Province: True",6.31
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 1000, Control: 95, Own Province: False",8.58
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 1000, Control: 100, Own Province: True",5.81
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 1000, Control: 100, Own Province: False",9.25
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 50000, Control: 85, Own Province: True",7.96
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 50000, Control: 85, Own Province: False",7.94
